Issue-ID,Beschreibung,Status,Schweregrad,Story Points,Projektpfad,Art des Speicherorts,Pfad,Linie,Spalte,Incident-ID,Hilfelink,Assemblyname,Assemblyversion,Öffentlicher Schlüssel für Assembly.,Ausschnitt
Project.0002,Die Zielframeworks des Projekts müssen geändert werden,Active,Mandatory,1,ClippyAI\ClippyAI.csproj,File,ClippyAI\ClippyAI.csproj,,,,,,,,Aktuelles Zielframework: net9.0-windows10.0.17763.0 Empfohlenes Zielframework: net10.0-windows
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,ClippyAI\ClippyAI.csproj,File,ClippyAI\Services\OllamaService.cs,52,20,T:System.Uri,,,,,var uri = new Uri(baseUrl);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,ClippyAI\ClippyAI.csproj,File,ClippyAI\Services\OllamaService.cs,52,20,M:System.Uri.#ctor(System.String),,,,,var uri = new Uri(baseUrl);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,ClippyAI\ClippyAI.csproj,File,ClippyAI\Services\OpenAIService.cs,220,12,T:System.Net.Http.HttpContent,,,,,var errorContent = await response.Content.ReadAsStringAsync();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,ClippyAI\ClippyAI.csproj,File,ClippyAI\Services\OpenAIService.cs,213,12,T:System.Net.Http.HttpContent,,,,,var responseJson = await response.Content.ReadAsStringAsync();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,ClippyAI\ClippyAI.csproj,File,ClippyAI\Services\OpenAIService.cs,139,16,T:System.Net.Http.HttpContent,,,,,var responseJson = await response.Content.ReadAsStringAsync(token);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,ClippyAI\ClippyAI.csproj,File,ClippyAI\Services\OpenAIService.cs,117,12,T:System.Net.Http.HttpContent,,,,,var errorContent = await response.Content.ReadAsStringAsync(token);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,ClippyAI\ClippyAI.csproj,File,ClippyAI\Services\OpenAIService.cs,110,12,T:System.Net.Http.HttpContent,,,,,var responseJson = await response.Content.ReadAsStringAsync(token);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ClippyAI\ClippyAI.csproj,File,ClippyAI\Services\ConfigurationService.cs,536,8,T:System.Configuration.ConfigurationManager,,,,,"var defaultConfigs = new[]          {              new TaskConfiguration               {                   TaskName = ""Answering Emails"",                   SystemPrompt = systemPrompt,                  Model = ConfigurationManager.AppSettings[""OllamaModel""] ?? """",                  Temperature = 0.8,                  MaxLength = 2048,                  TopP = 0.9,                  TopK = 40,                  RepeatPenalty = 1.1,                  NumCtx = 2048,                  IsActive = true,                  CreatedAt = DateTime.Now,                  UpdatedAt = DateTime.Now              },              new TaskConfiguration               {                   TaskName = ""Spelling Correction"",                   SystemPrompt = ""You are a spelling and grammar correction assistant. Correct spelling and grammar errors while preserving the original meaning and tone."",                  Model = ConfigurationManager.AppSettings[""OllamaModel""] ?? """",                  Temperature = 0.1,                  MaxLength = 2048,                  TopP = 0.9,                  TopK = 40,                  RepeatPenalty = 1.1,                  NumCtx = 2048,                  IsActive = true,                  CreatedAt = DateTime.Now,                  UpdatedAt = DateTime.Now              },              new TaskConfiguration               {                   TaskName = ""Summary"",                   SystemPrompt = ""You are a summarization assistant. Create concise, well-structured summaries that capture the key points and main ideas."",                  Model = ConfigurationManager.AppSettings[""OllamaModel""] ?? """",                  Temperature = 0.3,                  MaxLength = 1024,                  TopP = 0.9,                  TopK = 40,                  RepeatPenalty = 1.1,                  NumCtx = 2048,                  IsActive = true,                  CreatedAt = DateTime.Now,                  UpdatedAt = DateTime.Now              },              new TaskConfiguration               {                   TaskName = ""Explanation"",                   SystemPrompt = ""You are an explanation assistant. Provide clear, detailed explanations that are easy to understand."",                  Model = ConfigurationManager.AppSettings[""OllamaModel""] ?? """",                  Temperature = 0.5,                  MaxLength = 2048,                  TopP = 0.9,                  TopK = 40,                  RepeatPenalty = 1.1,                  NumCtx = 2048,                  IsActive = true,                  CreatedAt = DateTime.Now,                  UpdatedAt = DateTime.Now              },              new TaskConfiguration               {                   TaskName = ""Translate to German"",                   SystemPrompt = ""You are a professional translator. Translate the given text to German while maintaining the original meaning, tone, and context."",                  Model = ConfigurationManager.AppSettings[""OllamaModel""] ?? """",                  Temperature = 0.3,                  MaxLength = 2048,                  TopP = 0.9,                  TopK = 40,                  RepeatPenalty = 1.1,                  NumCtx = 2048,                  IsActive = true,                  CreatedAt = DateTime.Now,                  UpdatedAt = DateTime.Now              },              new TaskConfiguration               {                   TaskName = ""Translate to English"",                   SystemPrompt = ""You are a professional translator. Translate the given text to English while maintaining the original meaning, tone, and context."",                  Model = ConfigurationManager.AppSettings[""OllamaModel""] ?? """",                  Temperature = 0.3,                  MaxLength = 2048,                  TopP = 0.9,                  TopK = 40,                  RepeatPenalty = 1.1,                  NumCtx = 2048,                  IsActive = true,                  CreatedAt = DateTime.Now,                  UpdatedAt = DateTime.Now              },              new TaskConfiguration               {                   TaskName = ""Translate to French"",                   SystemPrompt = ""You are a professional translator. Translate the given text to French while maintaining the original meaning, tone, and context."",                  Model = ConfigurationManager.AppSettings[""OllamaModel""] ?? """",                  Temperature = 0.3,                  MaxLength = 2048,                  TopP = 0.9,                  TopK = 40,                  RepeatPenalty = 1.1,                  NumCtx = 2048,                  IsActive = true,                  CreatedAt = DateTime.Now,                  UpdatedAt = DateTime.Now              },              new TaskConfiguration               {                   TaskName = ""Translate to Spanish"",                   SystemPrompt = ""You are a professional translator. Translate the given text to Spanish while maintaining the original meaning, tone, and context."",                  Model = ConfigurationManager.AppSettings[""OllamaModel""] ?? """",                  Temperature = 0.3,                  MaxLength = 2048,                  TopP = 0.9,                  TopK = 40,                  RepeatPenalty = 1.1,                  NumCtx = 2048,                  IsActive = true,                  CreatedAt = DateTime.Now,                  UpdatedAt = DateTime.Now              }          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ClippyAI\ClippyAI.csproj,File,ClippyAI\Services\ConfigurationService.cs,536,8,P:System.Configuration.ConfigurationManager.AppSettings,,,,,"var defaultConfigs = new[]          {              new TaskConfiguration               {                   TaskName = ""Answering Emails"",                   SystemPrompt = systemPrompt,                  Model = ConfigurationManager.AppSettings[""OllamaModel""] ?? """",                  Temperature = 0.8,                  MaxLength = 2048,                  TopP = 0.9,                  TopK = 40,                  RepeatPenalty = 1.1,                  NumCtx = 2048,                  IsActive = true,                  CreatedAt = DateTime.Now,                  UpdatedAt = DateTime.Now              },              new TaskConfiguration               {                   TaskName = ""Spelling Correction"",                   SystemPrompt = ""You are a spelling and grammar correction assistant. Correct spelling and grammar errors while preserving the original meaning and tone."",                  Model = ConfigurationManager.AppSettings[""OllamaModel""] ?? """",                  Temperature = 0.1,                  MaxLength = 2048,                  TopP = 0.9,                  TopK = 40,                  RepeatPenalty = 1.1,                  NumCtx = 2048,                  IsActive = true,                  CreatedAt = DateTime.Now,                  UpdatedAt = DateTime.Now              },              new TaskConfiguration               {                   TaskName = ""Summary"",                   SystemPrompt = ""You are a summarization assistant. Create concise, well-structured summaries that capture the key points and main ideas."",                  Model = ConfigurationManager.AppSettings[""OllamaModel""] ?? """",                  Temperature = 0.3,                  MaxLength = 1024,                  TopP = 0.9,                  TopK = 40,                  RepeatPenalty = 1.1,                  NumCtx = 2048,                  IsActive = true,                  CreatedAt = DateTime.Now,                  UpdatedAt = DateTime.Now              },              new TaskConfiguration               {                   TaskName = ""Explanation"",                   SystemPrompt = ""You are an explanation assistant. Provide clear, detailed explanations that are easy to understand."",                  Model = ConfigurationManager.AppSettings[""OllamaModel""] ?? """",                  Temperature = 0.5,                  MaxLength = 2048,                  TopP = 0.9,                  TopK = 40,                  RepeatPenalty = 1.1,                  NumCtx = 2048,                  IsActive = true,                  CreatedAt = DateTime.Now,                  UpdatedAt = DateTime.Now              },              new TaskConfiguration               {                   TaskName = ""Translate to German"",                   SystemPrompt = ""You are a professional translator. Translate the given text to German while maintaining the original meaning, tone, and context."",                  Model = ConfigurationManager.AppSettings[""OllamaModel""] ?? """",                  Temperature = 0.3,                  MaxLength = 2048,                  TopP = 0.9,                  TopK = 40,                  RepeatPenalty = 1.1,                  NumCtx = 2048,                  IsActive = true,                  CreatedAt = DateTime.Now,                  UpdatedAt = DateTime.Now              },              new TaskConfiguration               {                   TaskName = ""Translate to English"",                   SystemPrompt = ""You are a professional translator. Translate the given text to English while maintaining the original meaning, tone, and context."",                  Model = ConfigurationManager.AppSettings[""OllamaModel""] ?? """",                  Temperature = 0.3,                  MaxLength = 2048,                  TopP = 0.9,                  TopK = 40,                  RepeatPenalty = 1.1,                  NumCtx = 2048,                  IsActive = true,                  CreatedAt = DateTime.Now,                  UpdatedAt = DateTime.Now              },              new TaskConfiguration               {                   TaskName = ""Translate to French"",                   SystemPrompt = ""You are a professional translator. Translate the given text to French while maintaining the original meaning, tone, and context."",                  Model = ConfigurationManager.AppSettings[""OllamaModel""] ?? """",                  Temperature = 0.3,                  MaxLength = 2048,                  TopP = 0.9,                  TopK = 40,                  RepeatPenalty = 1.1,                  NumCtx = 2048,                  IsActive = true,                  CreatedAt = DateTime.Now,                  UpdatedAt = DateTime.Now              },              new TaskConfiguration               {                   TaskName = ""Translate to Spanish"",                   SystemPrompt = ""You are a professional translator. Translate the given text to Spanish while maintaining the original meaning, tone, and context."",                  Model = ConfigurationManager.AppSettings[""OllamaModel""] ?? """",                  Temperature = 0.3,                  MaxLength = 2048,                  TopP = 0.9,                  TopK = 40,                  RepeatPenalty = 1.1,                  NumCtx = 2048,                  IsActive = true,                  CreatedAt = DateTime.Now,                  UpdatedAt = DateTime.Now              }          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ClippyAI\ClippyAI.csproj,File,ClippyAI\Services\ConfigurationService.cs,536,8,T:System.Configuration.ConfigurationManager,,,,,"var defaultConfigs = new[]          {              new TaskConfiguration               {                   TaskName = ""Answering Emails"",                   SystemPrompt = systemPrompt,                  Model = ConfigurationManager.AppSettings[""OllamaModel""] ?? """",                  Temperature = 0.8,                  MaxLength = 2048,                  TopP = 0.9,                  TopK = 40,                  RepeatPenalty = 1.1,                  NumCtx = 2048,                  IsActive = true,                  CreatedAt = DateTime.Now,                  UpdatedAt = DateTime.Now              },              new TaskConfiguration               {                   TaskName = ""Spelling Correction"",                   SystemPrompt = ""You are a spelling and grammar correction assistant. Correct spelling and grammar errors while preserving the original meaning and tone."",                  Model = ConfigurationManager.AppSettings[""OllamaModel""] ?? """",                  Temperature = 0.1,                  MaxLength = 2048,                  TopP = 0.9,                  TopK = 40,                  RepeatPenalty = 1.1,                  NumCtx = 2048,                  IsActive = true,                  CreatedAt = DateTime.Now,                  UpdatedAt = DateTime.Now              },              new TaskConfiguration               {                   TaskName = ""Summary"",                   SystemPrompt = ""You are a summarization assistant. Create concise, well-structured summaries that capture the key points and main ideas."",                  Model = ConfigurationManager.AppSettings[""OllamaModel""] ?? """",                  Temperature = 0.3,                  MaxLength = 1024,                  TopP = 0.9,                  TopK = 40,                  RepeatPenalty = 1.1,                  NumCtx = 2048,                  IsActive = true,                  CreatedAt = DateTime.Now,                  UpdatedAt = DateTime.Now              },              new TaskConfiguration               {                   TaskName = ""Explanation"",                   SystemPrompt = ""You are an explanation assistant. Provide clear, detailed explanations that are easy to understand."",                  Model = ConfigurationManager.AppSettings[""OllamaModel""] ?? """",                  Temperature = 0.5,                  MaxLength = 2048,                  TopP = 0.9,                  TopK = 40,                  RepeatPenalty = 1.1,                  NumCtx = 2048,                  IsActive = true,                  CreatedAt = DateTime.Now,                  UpdatedAt = DateTime.Now              },              new TaskConfiguration               {                   TaskName = ""Translate to German"",                   SystemPrompt = ""You are a professional translator. Translate the given text to German while maintaining the original meaning, tone, and context."",                  Model = ConfigurationManager.AppSettings[""OllamaModel""] ?? """",                  Temperature = 0.3,                  MaxLength = 2048,                  TopP = 0.9,                  TopK = 40,                  RepeatPenalty = 1.1,                  NumCtx = 2048,                  IsActive = true,                  CreatedAt = DateTime.Now,                  UpdatedAt = DateTime.Now              },              new TaskConfiguration               {                   TaskName = ""Translate to English"",                   SystemPrompt = ""You are a professional translator. Translate the given text to English while maintaining the original meaning, tone, and context."",                  Model = ConfigurationManager.AppSettings[""OllamaModel""] ?? """",                  Temperature = 0.3,                  MaxLength = 2048,                  TopP = 0.9,                  TopK = 40,                  RepeatPenalty = 1.1,                  NumCtx = 2048,                  IsActive = true,                  CreatedAt = DateTime.Now,                  UpdatedAt = DateTime.Now              },              new TaskConfiguration               {                   TaskName = ""Translate to French"",                   SystemPrompt = ""You are a professional translator. Translate the given text to French while maintaining the original meaning, tone, and context."",                  Model = ConfigurationManager.AppSettings[""OllamaModel""] ?? """",                  Temperature = 0.3,                  MaxLength = 2048,                  TopP = 0.9,                  TopK = 40,                  RepeatPenalty = 1.1,                  NumCtx = 2048,                  IsActive = true,                  CreatedAt = DateTime.Now,                  UpdatedAt = DateTime.Now              },              new TaskConfiguration               {                   TaskName = ""Translate to Spanish"",                   SystemPrompt = ""You are a professional translator. Translate the given text to Spanish while maintaining the original meaning, tone, and context."",                  Model = ConfigurationManager.AppSettings[""OllamaModel""] ?? """",                  Temperature = 0.3,                  MaxLength = 2048,                  TopP = 0.9,                  TopK = 40,                  RepeatPenalty = 1.1,                  NumCtx = 2048,                  IsActive = true,                  CreatedAt = DateTime.Now,                  UpdatedAt = DateTime.Now              }          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ClippyAI\ClippyAI.csproj,File,ClippyAI\Services\ConfigurationService.cs,536,8,P:System.Configuration.ConfigurationManager.AppSettings,,,,,"var defaultConfigs = new[]          {              new TaskConfiguration               {                   TaskName = ""Answering Emails"",                   SystemPrompt = systemPrompt,                  Model = ConfigurationManager.AppSettings[""OllamaModel""] ?? """",                  Temperature = 0.8,                  MaxLength = 2048,                  TopP = 0.9,                  TopK = 40,                  RepeatPenalty = 1.1,                  NumCtx = 2048,                  IsActive = true,                  CreatedAt = DateTime.Now,                  UpdatedAt = DateTime.Now              },              new TaskConfiguration               {                   TaskName = ""Spelling Correction"",                   SystemPrompt = ""You are a spelling and grammar correction assistant. Correct spelling and grammar errors while preserving the original meaning and tone."",                  Model = ConfigurationManager.AppSettings[""OllamaModel""] ?? """",                  Temperature = 0.1,                  MaxLength = 2048,                  TopP = 0.9,                  TopK = 40,                  RepeatPenalty = 1.1,                  NumCtx = 2048,                  IsActive = true,                  CreatedAt = DateTime.Now,                  UpdatedAt = DateTime.Now              },              new TaskConfiguration               {                   TaskName = ""Summary"",                   SystemPrompt = ""You are a summarization assistant. Create concise, well-structured summaries that capture the key points and main ideas."",                  Model = ConfigurationManager.AppSettings[""OllamaModel""] ?? """",                  Temperature = 0.3,                  MaxLength = 1024,                  TopP = 0.9,                  TopK = 40,                  RepeatPenalty = 1.1,                  NumCtx = 2048,                  IsActive = true,                  CreatedAt = DateTime.Now,                  UpdatedAt = DateTime.Now              },              new TaskConfiguration               {                   TaskName = ""Explanation"",                   SystemPrompt = ""You are an explanation assistant. Provide clear, detailed explanations that are easy to understand."",                  Model = ConfigurationManager.AppSettings[""OllamaModel""] ?? """",                  Temperature = 0.5,                  MaxLength = 2048,                  TopP = 0.9,                  TopK = 40,                  RepeatPenalty = 1.1,                  NumCtx = 2048,                  IsActive = true,                  CreatedAt = DateTime.Now,                  UpdatedAt = DateTime.Now              },              new TaskConfiguration               {                   TaskName = ""Translate to German"",                   SystemPrompt = ""You are a professional translator. Translate the given text to German while maintaining the original meaning, tone, and context."",                  Model = ConfigurationManager.AppSettings[""OllamaModel""] ?? """",                  Temperature = 0.3,                  MaxLength = 2048,                  TopP = 0.9,                  TopK = 40,                  RepeatPenalty = 1.1,                  NumCtx = 2048,                  IsActive = true,                  CreatedAt = DateTime.Now,                  UpdatedAt = DateTime.Now              },              new TaskConfiguration               {                   TaskName = ""Translate to English"",                   SystemPrompt = ""You are a professional translator. Translate the given text to English while maintaining the original meaning, tone, and context."",                  Model = ConfigurationManager.AppSettings[""OllamaModel""] ?? """",                  Temperature = 0.3,                  MaxLength = 2048,                  TopP = 0.9,                  TopK = 40,                  RepeatPenalty = 1.1,                  NumCtx = 2048,                  IsActive = true,                  CreatedAt = DateTime.Now,                  UpdatedAt = DateTime.Now              },              new TaskConfiguration               {                   TaskName = ""Translate to French"",                   SystemPrompt = ""You are a professional translator. Translate the given text to French while maintaining the original meaning, tone, and context."",                  Model = ConfigurationManager.AppSettings[""OllamaModel""] ?? """",                  Temperature = 0.3,                  MaxLength = 2048,                  TopP = 0.9,                  TopK = 40,                  RepeatPenalty = 1.1,                  NumCtx = 2048,                  IsActive = true,                  CreatedAt = DateTime.Now,                  UpdatedAt = DateTime.Now              },              new TaskConfiguration               {                   TaskName = ""Translate to Spanish"",                   SystemPrompt = ""You are a professional translator. Translate the given text to Spanish while maintaining the original meaning, tone, and context."",                  Model = ConfigurationManager.AppSettings[""OllamaModel""] ?? """",                  Temperature = 0.3,                  MaxLength = 2048,                  TopP = 0.9,                  TopK = 40,                  RepeatPenalty = 1.1,                  NumCtx = 2048,                  IsActive = true,                  CreatedAt = DateTime.Now,                  UpdatedAt = DateTime.Now              }          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ClippyAI\ClippyAI.csproj,File,ClippyAI\Services\ConfigurationService.cs,536,8,T:System.Configuration.ConfigurationManager,,,,,"var defaultConfigs = new[]          {              new TaskConfiguration               {                   TaskName = ""Answering Emails"",                   SystemPrompt = systemPrompt,                  Model = ConfigurationManager.AppSettings[""OllamaModel""] ?? """",                  Temperature = 0.8,                  MaxLength = 2048,                  TopP = 0.9,                  TopK = 40,                  RepeatPenalty = 1.1,                  NumCtx = 2048,                  IsActive = true,                  CreatedAt = DateTime.Now,                  UpdatedAt = DateTime.Now              },              new TaskConfiguration               {                   TaskName = ""Spelling Correction"",                   SystemPrompt = ""You are a spelling and grammar correction assistant. Correct spelling and grammar errors while preserving the original meaning and tone."",                  Model = ConfigurationManager.AppSettings[""OllamaModel""] ?? """",                  Temperature = 0.1,                  MaxLength = 2048,                  TopP = 0.9,                  TopK = 40,                  RepeatPenalty = 1.1,                  NumCtx = 2048,                  IsActive = true,                  CreatedAt = DateTime.Now,                  UpdatedAt = DateTime.Now              },              new TaskConfiguration               {                   TaskName = ""Summary"",                   SystemPrompt = ""You are a summarization assistant. Create concise, well-structured summaries that capture the key points and main ideas."",                  Model = ConfigurationManager.AppSettings[""OllamaModel""] ?? """",                  Temperature = 0.3,                  MaxLength = 1024,                  TopP = 0.9,                  TopK = 40,                  RepeatPenalty = 1.1,                  NumCtx = 2048,                  IsActive = true,                  CreatedAt = DateTime.Now,                  UpdatedAt = DateTime.Now              },              new TaskConfiguration               {                   TaskName = ""Explanation"",                   SystemPrompt = ""You are an explanation assistant. Provide clear, detailed explanations that are easy to understand."",                  Model = ConfigurationManager.AppSettings[""OllamaModel""] ?? """",                  Temperature = 0.5,                  MaxLength = 2048,                  TopP = 0.9,                  TopK = 40,                  RepeatPenalty = 1.1,                  NumCtx = 2048,                  IsActive = true,                  CreatedAt = DateTime.Now,                  UpdatedAt = DateTime.Now              },              new TaskConfiguration               {                   TaskName = ""Translate to German"",                   SystemPrompt = ""You are a professional translator. Translate the given text to German while maintaining the original meaning, tone, and context."",                  Model = ConfigurationManager.AppSettings[""OllamaModel""] ?? """",                  Temperature = 0.3,                  MaxLength = 2048,                  TopP = 0.9,                  TopK = 40,                  RepeatPenalty = 1.1,                  NumCtx = 2048,                  IsActive = true,                  CreatedAt = DateTime.Now,                  UpdatedAt = DateTime.Now              },              new TaskConfiguration               {                   TaskName = ""Translate to English"",                   SystemPrompt = ""You are a professional translator. Translate the given text to English while maintaining the original meaning, tone, and context."",                  Model = ConfigurationManager.AppSettings[""OllamaModel""] ?? """",                  Temperature = 0.3,                  MaxLength = 2048,                  TopP = 0.9,                  TopK = 40,                  RepeatPenalty = 1.1,                  NumCtx = 2048,                  IsActive = true,                  CreatedAt = DateTime.Now,                  UpdatedAt = DateTime.Now              },              new TaskConfiguration               {                   TaskName = ""Translate to French"",                   SystemPrompt = ""You are a professional translator. Translate the given text to French while maintaining the original meaning, tone, and context."",                  Model = ConfigurationManager.AppSettings[""OllamaModel""] ?? """",                  Temperature = 0.3,                  MaxLength = 2048,                  TopP = 0.9,                  TopK = 40,                  RepeatPenalty = 1.1,                  NumCtx = 2048,                  IsActive = true,                  CreatedAt = DateTime.Now,                  UpdatedAt = DateTime.Now              },              new TaskConfiguration               {                   TaskName = ""Translate to Spanish"",                   SystemPrompt = ""You are a professional translator. Translate the given text to Spanish while maintaining the original meaning, tone, and context."",                  Model = ConfigurationManager.AppSettings[""OllamaModel""] ?? """",                  Temperature = 0.3,                  MaxLength = 2048,                  TopP = 0.9,                  TopK = 40,                  RepeatPenalty = 1.1,                  NumCtx = 2048,                  IsActive = true,                  CreatedAt = DateTime.Now,                  UpdatedAt = DateTime.Now              }          };"
